"UTCDateTime","Temperature"
2022-10-05 00:49:59,28.8186
2022-10-05 00:54:59,28.8246
2022-10-05 00:59:59,28.8226
2022-10-05 01:04:59,28.8236
2022-10-05 01:09:59,28.8257
2022-10-05 01:14:59,28.8261
2022-10-05 01:19:59,28.8273
2022-10-05 01:24:59,28.8301
2022-10-05 01:29:59,28.831
2022-10-05 01:34:59,28.8303
2022-10-05 01:39:59,28.8329
2022-10-05 01:44:59,28.8369
2022-10-05 01:49:59,28.8404
2022-10-05 01:54:59,28.8417
2022-10-05 01:59:59,28.8385
2022-10-05 02:04:59,28.8306
2022-10-05 02:09:59,28.8214
2022-10-05 02:14:59,28.8176
2022-10-05 02:19:59,28.8081
2022-10-05 02:24:59,28.803
2022-10-05 02:29:59,28.7967
2022-10-05 02:34:59,28.7908
2022-10-05 02:39:59,28.791
2022-10-05 02:44:59,28.7866
2022-10-05 02:49:59,28.7869
2022-10-05 02:54:59,28.7836
2022-10-05 02:59:59,28.7815
2022-10-05 03:04:59,28.7798
2022-10-05 03:09:59,28.7839
2022-10-05 03:14:59,28.788
2022-10-05 03:19:59,28.7929
2022-10-05 03:24:59,28.7891
2022-10-05 03:29:59,28.7893
2022-10-05 03:34:59,28.7912
2022-10-05 03:39:59,28.7959
2022-10-05 03:44:59,28.8053
2022-10-05 03:49:59,28.8147
2022-10-05 03:54:59,28.8162
2022-10-05 03:59:59,28.8203
2022-10-05 04:04:59,28.8167
2022-10-05 04:09:59,28.8195
2022-10-05 04:14:59,28.8219
2022-10-05 04:19:59,28.8226
2022-10-05 04:24:59,28.8288
2022-10-05 04:29:59,28.8366
2022-10-05 04:34:59,28.8428
2022-10-05 04:39:59,28.8435
2022-10-05 04:44:59,28.8463
2022-10-05 04:49:59,28.8493
2022-10-05 04:54:59,28.8539
2022-10-05 04:59:59,28.858
2022-10-05 05:04:59,28.8611
2022-10-05 05:09:59,28.8613
2022-10-05 05:14:59,28.8633
2022-10-05 05:19:59,28.8706
2022-10-05 05:24:59,28.8874
2022-10-05 05:29:59,28.8908
2022-10-05 05:34:59,28.8948
2022-10-05 05:39:59,28.89
2022-10-05 05:44:59,28.8862
2022-10-05 05:49:59,28.8866
2022-10-05 05:54:59,28.8871
2022-10-05 05:59:59,28.8873
2022-10-05 06:04:59,28.8957
2022-10-05 06:09:59,28.8958
2022-10-05 06:14:59,28.9097
2022-10-05 06:19:59,28.9168
2022-10-05 06:24:59,28.9165
2022-10-05 06:29:59,28.9218
2022-10-05 06:34:59,28.9237
2022-10-05 06:39:59,28.9298
2022-10-05 06:44:59,28.9283
2022-10-05 06:49:59,28.9272
2022-10-05 06:54:59,28.9259
2022-10-05 06:59:59,28.927
2022-10-05 07:04:59,28.9255
2022-10-05 07:09:59,28.9254
2022-10-05 07:14:59,28.9265
2022-10-05 07:19:59,28.926
2022-10-05 07:24:59,28.9256
2022-10-05 07:29:59,28.9282
2022-10-05 07:34:59,28.9281
2022-10-05 07:39:59,28.9293
2022-10-05 07:44:59,28.9284
2022-10-05 07:49:59,28.928
2022-10-05 07:54:59,28.9275
2022-10-05 07:59:59,28.926
2022-10-05 08:04:59,28.9256
2022-10-05 08:09:59,28.9233
2022-10-05 08:14:59,28.9229
2022-10-05 08:19:59,28.9238
2022-10-05 08:24:59,28.9251
2022-10-05 08:29:59,28.9266
2022-10-05 08:34:59,28.9266
2022-10-05 08:39:59,28.9255
2022-10-05 08:44:59,28.9255
2022-10-05 08:49:59,28.9246
2022-10-05 08:54:59,28.9207
2022-10-05 08:59:59,28.9191
2022-10-05 09:04:59,28.9185
2022-10-05 09:09:59,28.9165
2022-10-05 09:14:59,28.9093
2022-10-05 09:19:59,28.9088
2022-10-05 09:24:59,28.9088
2022-10-05 09:29:59,28.9077
2022-10-05 09:34:59,28.9047
2022-10-05 09:39:59,28.9026
2022-10-05 09:44:59,28.9032
2022-10-05 09:49:59,28.9033
2022-10-05 09:54:59,28.9034
2022-10-05 09:59:59,28.9022
2022-10-05 10:04:59,28.9
2022-10-05 10:09:59,28.8999
2022-10-05 10:14:59,28.8975
2022-10-05 10:19:59,28.8895
2022-10-05 10:24:59,28.8852
2022-10-05 10:29:59,28.8817
2022-10-05 10:34:59,28.8819
2022-10-05 10:39:59,28.8798
2022-10-05 10:44:59,28.8794
2022-10-05 10:49:59,28.8767
2022-10-05 10:54:59,28.8788
2022-10-05 10:59:59,28.8771
2022-10-05 11:04:59,28.8787
2022-10-05 11:09:59,28.8741
2022-10-05 11:14:59,28.873
2022-10-05 11:19:59,28.8702
2022-10-05 11:24:59,28.8689
2022-10-05 11:29:59,28.863
2022-10-05 11:34:59,28.8639
2022-10-05 11:39:59,28.862
2022-10-05 11:44:59,28.8574
2022-10-05 11:49:59,28.8595
2022-10-05 11:54:59,28.8583
2022-10-05 11:59:59,28.8542
2022-10-05 12:04:59,28.8478
2022-10-05 12:09:59,28.8445
2022-10-05 12:14:59,28.8449
2022-10-05 12:19:59,28.8431
2022-10-05 12:24:59,28.8404
2022-10-05 12:29:59,28.8417
2022-10-05 12:34:59,28.8374
2022-10-05 12:39:59,28.8299
2022-10-05 12:44:59,28.8295
2022-10-05 12:49:59,28.8308
2022-10-05 12:54:59,28.8318
2022-10-05 12:59:59,28.8339
2022-10-05 13:04:59,28.836
2022-10-05 13:09:59,28.8361
2022-10-05 13:14:59,28.8341
2022-10-05 13:19:59,28.8341
2022-10-05 13:24:59,28.8289
2022-10-05 13:29:59,28.8273
2022-10-05 13:34:59,28.8265
2022-10-05 13:39:59,28.8184
2022-10-05 13:44:59,28.8174
2022-10-05 13:49:59,28.8164
2022-10-05 13:54:59,28.8164
2022-10-05 13:59:59,28.8103
2022-10-05 14:04:59,28.8102
2022-10-05 14:09:59,28.8147
2022-10-05 14:14:59,28.8168
2022-10-05 14:19:59,28.8138
2022-10-05 14:24:59,28.8191
2022-10-05 14:29:59,28.8165
2022-10-05 14:34:59,28.8152
2022-10-05 14:39:59,28.8182
2022-10-05 14:44:59,28.8225
2022-10-05 14:49:59,28.8235
2022-10-05 14:54:59,28.8238
2022-10-05 14:59:59,28.8281
2022-10-05 15:04:59,28.8286
2022-10-05 15:09:59,28.8301
2022-10-05 15:14:59,28.829
2022-10-05 15:19:59,28.8325
2022-10-05 15:24:59,28.8324
2022-10-05 15:29:59,28.8337
2022-10-05 15:34:59,28.8339
2022-10-05 15:39:59,28.8339
2022-10-05 15:44:59,28.8344
2022-10-05 15:49:59,28.8353
2022-10-05 15:54:59,28.8392
2022-10-05 15:59:59,28.8406
2022-10-05 16:04:59,28.8434
2022-10-05 16:09:59,28.8414
2022-10-05 16:14:59,28.8425
2022-10-05 16:19:59,28.8424
2022-10-05 16:24:59,28.8446
2022-10-05 16:29:59,28.8481
2022-10-05 16:34:59,28.8489
2022-10-05 16:39:59,28.8493
2022-10-05 16:44:59,28.8559
2022-10-05 16:49:59,28.8554
2022-10-05 16:54:59,28.8561
2022-10-05 16:59:59,28.862
2022-10-05 17:04:59,28.8631
2022-10-05 17:09:59,28.8585
2022-10-05 17:14:59,28.8613
2022-10-05 17:19:59,28.8606
2022-10-05 17:24:59,28.8623
2022-10-05 17:29:59,28.8603
2022-10-05 17:34:59,28.8587
2022-10-05 17:39:59,28.8583
2022-10-05 17:44:59,28.858
2022-10-05 17:49:59,28.856
2022-10-05 17:54:59,28.8561
2022-10-05 17:59:59,28.8549
2022-10-05 18:04:59,28.8517
2022-10-05 18:09:59,28.8515
2022-10-05 18:14:59,28.8462
2022-10-05 18:19:59,28.8394
2022-10-05 18:24:59,28.8391
2022-10-05 18:29:59,28.8402
2022-10-05 18:34:59,28.8387
2022-10-05 18:39:59,28.8358
2022-10-05 18:44:59,28.834
2022-10-05 18:49:59,28.8327
2022-10-05 18:54:59,28.8282
2022-10-05 18:59:59,28.8262
2022-10-05 19:04:59,28.8278
2022-10-05 19:09:59,28.8274
2022-10-05 19:14:59,28.8293
2022-10-05 19:19:59,28.8346
2022-10-05 19:24:59,28.8393
2022-10-05 19:29:59,28.8434
2022-10-05 19:34:59,28.8413
2022-10-05 19:39:59,28.8434
2022-10-05 19:44:59,28.8453
2022-10-05 19:49:59,28.846
2022-10-05 19:54:59,28.8461
2022-10-05 19:59:59,28.8467
2022-10-05 20:04:59,28.843
2022-10-05 20:09:59,28.8369
2022-10-05 20:14:59,28.8368
2022-10-05 20:19:59,28.8388
2022-10-05 20:24:59,28.8405
2022-10-05 20:29:59,28.8408
2022-10-05 20:34:59,28.8365
2022-10-05 20:39:59,28.8334
2022-10-05 20:44:59,28.8364
2022-10-05 20:49:59,28.8288
2022-10-05 20:54:59,28.8256
2022-10-05 20:59:59,28.8261
2022-10-05 21:04:59,28.823
2022-10-05 21:09:59,28.8177
2022-10-05 21:14:59,28.823
2022-10-05 21:19:59,28.8211
2022-10-05 21:24:59,28.8099
2022-10-05 21:29:59,28.8011
2022-10-05 21:34:59,28.802
2022-10-05 21:39:59,28.7964
2022-10-05 21:44:59,28.7952
2022-10-05 21:49:59,28.7888
2022-10-05 21:54:59,28.7869
2022-10-05 21:59:59,28.7718
2022-10-05 22:04:59,28.7665
2022-10-05 22:09:59,28.765
2022-10-05 22:14:59,28.7615
2022-10-05 22:19:59,28.7563
2022-10-05 22:24:59,28.7341
2022-10-05 22:29:59,28.7198
2022-10-05 22:34:59,28.7065
2022-10-05 22:39:59,28.6935
2022-10-05 22:44:59,28.6874
2022-10-05 22:49:59,28.6907
2022-10-05 22:54:59,28.6702
2022-10-05 22:59:59,28.6576
2022-10-05 23:04:59,28.6575
2022-10-05 23:09:59,28.6289
2022-10-05 23:14:59,28.6004
2022-10-05 23:19:59,28.5832
2022-10-05 23:24:59,28.5834
2022-10-05 23:29:59,28.5814
2022-10-05 23:34:59,28.5671
2022-10-05 23:39:59,28.5715
2022-10-05 23:44:59,28.568
2022-10-05 23:49:59,28.5622
2022-10-05 23:54:59,28.558
2022-10-05 23:59:59,28.5472
2022-10-06 00:04:59,28.54
2022-10-06 00:09:59,28.524
