"UTCDateTime","Temperature"
2022-10-07 01:29:59,28.6578
2022-10-07 01:34:59,28.6583
2022-10-07 01:39:59,28.6592
2022-10-07 01:44:59,28.6632
2022-10-07 01:49:59,28.6622
2022-10-07 01:54:59,28.6588
2022-10-07 01:59:59,28.6662
2022-10-07 02:04:59,28.671
2022-10-07 02:09:59,28.6668
2022-10-07 02:14:59,28.6641
2022-10-07 02:19:59,28.6676
2022-10-07 02:24:59,28.6709
2022-10-07 02:29:59,28.6722
2022-10-07 02:34:59,28.6783
2022-10-07 02:39:59,28.6779
2022-10-07 02:44:59,28.6888
2022-10-07 02:49:59,28.6908
2022-10-07 02:54:59,28.6986
2022-10-07 02:59:59,28.6931
2022-10-07 03:04:59,28.6969
2022-10-07 03:09:59,28.7013
2022-10-07 03:14:59,28.6998
2022-10-07 03:19:59,28.7017
2022-10-07 03:24:59,28.6972
2022-10-07 03:29:59,28.695
2022-10-07 03:34:59,28.6987
2022-10-07 03:39:59,28.6918
2022-10-07 03:44:59,28.6886
2022-10-07 03:49:59,28.6926
2022-10-07 03:54:59,28.6973
2022-10-07 03:59:59,28.7009
2022-10-07 04:04:59,28.6999
2022-10-07 04:09:59,28.6971
2022-10-07 04:14:59,28.7027
2022-10-07 04:19:59,28.7016
2022-10-07 04:24:59,28.6942
2022-10-07 04:29:59,28.6926
2022-10-07 04:34:59,28.6905
2022-10-07 04:39:59,28.6914
2022-10-07 04:44:59,28.6876
2022-10-07 04:49:59,28.6823
2022-10-07 04:54:59,28.6806
2022-10-07 04:59:59,28.6861
2022-10-07 05:04:59,28.6854
2022-10-07 05:09:59,28.6808
2022-10-07 05:14:59,28.6851
2022-10-07 05:19:59,28.6906
2022-10-07 05:24:59,28.6868
2022-10-07 05:29:59,28.6809
2022-10-07 05:34:59,28.6826
2022-10-07 05:39:59,28.6839
2022-10-07 05:44:59,28.6848
2022-10-07 05:49:59,28.6822
2022-10-07 05:54:59,28.6774
2022-10-07 05:59:59,28.6806
2022-10-07 06:04:59,28.6836
2022-10-07 06:09:59,28.6851
2022-10-07 06:14:59,28.6815
2022-10-07 06:19:59,28.6801
2022-10-07 06:24:59,28.6775
2022-10-07 06:29:59,28.6797
2022-10-07 06:34:59,28.6813
2022-10-07 06:39:59,28.6798
2022-10-07 06:44:59,28.6734
2022-10-07 06:49:59,28.6719
2022-10-07 06:54:59,28.6711
2022-10-07 06:59:59,28.6677
2022-10-07 07:04:59,28.6719
2022-10-07 07:09:59,28.6745
2022-10-07 07:14:59,28.6726
2022-10-07 07:19:59,28.6718
2022-10-07 07:24:59,28.6711
2022-10-07 07:29:59,28.6697
2022-10-07 07:34:59,28.6663
2022-10-07 07:39:59,28.659
2022-10-07 07:44:59,28.6621
2022-10-07 07:49:59,28.665
2022-10-07 07:54:59,28.662
2022-10-07 07:59:59,28.6594
2022-10-07 08:04:59,28.6583
2022-10-07 08:09:59,28.6539
2022-10-07 08:14:59,28.6487
2022-10-07 08:19:59,28.6536
2022-10-07 08:24:59,28.653
2022-10-07 08:29:59,28.6523
2022-10-07 08:34:59,28.6535
2022-10-07 08:39:59,28.6527
2022-10-07 08:44:59,28.6553
2022-10-07 08:49:59,28.6473
2022-10-07 08:54:59,28.6433
2022-10-07 08:59:59,28.6459
2022-10-07 09:04:59,28.6483
2022-10-07 09:09:59,28.6498
2022-10-07 09:14:59,28.648
2022-10-07 09:19:59,28.6497
2022-10-07 09:24:59,28.6476
2022-10-07 09:29:59,28.6461
2022-10-07 09:34:59,28.6472
2022-10-07 09:39:59,28.646
2022-10-07 09:44:59,28.647
2022-10-07 09:49:59,28.6473
2022-10-07 09:54:59,28.6479
2022-10-07 09:59:59,28.6485
2022-10-07 10:04:59,28.6486
2022-10-07 10:09:59,28.6479
2022-10-07 10:14:59,28.647
2022-10-07 10:19:59,28.6463
2022-10-07 10:24:59,28.642
2022-10-07 10:29:59,28.6406
2022-10-07 10:34:59,28.6384
2022-10-07 10:39:59,28.6378
2022-10-07 10:44:59,28.6381
2022-10-07 10:49:59,28.6352
2022-10-07 10:54:59,28.6346
2022-10-07 10:59:59,28.6322
2022-10-07 11:04:59,28.6304
2022-10-07 11:09:59,28.6299
2022-10-07 11:14:59,28.6305
2022-10-07 11:19:59,28.6317
2022-10-07 11:24:59,28.6324
2022-10-07 11:29:59,28.6325
2022-10-07 11:34:59,28.633
2022-10-07 11:39:59,28.6336
2022-10-07 11:44:59,28.6339
2022-10-07 11:49:59,28.6333
2022-10-07 11:54:59,28.6325
2022-10-07 11:59:59,28.6327
2022-10-07 12:04:59,28.6325
2022-10-07 12:09:59,28.6325
2022-10-07 12:14:59,28.633
