Date,Time,DateTime,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s),Temperature (C)
2025-08-25,21:15:00,8/25/25 21:15,179.72,175.96,-179.28,12.66,27.4397
2025-08-25,21:30:00,8/25/25 21:30,54.96,7.29,54.51,6.97,28.5587
2025-08-25,21:45:00,8/25/25 21:45,54.92,7.95,54.39,7.6,28.8693
2025-08-25,22:00:00,8/25/25 22:00,57.97,14.09,56.22,14.11,28.9539
2025-08-25,22:15:00,8/25/25 22:15,56.39,16.55,54.06,16.06,29.2828
2025-08-25,22:30:00,8/25/25 22:30,56.45,15.56,54.38,15.14,28.9166
2025-08-25,22:45:00,8/25/25 22:45,56.41,15.31,54.4,14.9,28.4659
2025-08-25,23:00:00,8/25/25 23:00,56.45,17.02,53.98,16.53,28.0739
2025-08-25,23:15:00,8/25/25 23:15,56.45,16.19,54.21,15.74,27.7755
2025-08-25,23:30:00,8/25/25 23:30,56.44,15.69,54.34,15.26,27.7443
2025-08-25,23:45:00,8/25/25 23:45,56.4,15.22,54.42,14.8,27.4977
2025-08-26,0:00:00,8/26/25 0:00,56.45,15.28,54.45,14.88,27.3732
2025-08-26,0:15:00,8/26/25 0:15,56.45,15.11,54.5,14.71,27.0341
2025-08-26,0:30:00,8/26/25 0:30,186.8,125.81,-109.29,151.49,26.3559
2025-08-26,0:45:00,8/26/25 0:45,182.5,35.44,148.69,105.82,25.2262
2025-08-26,1:00:00,8/26/25 1:00,185.81,41.09,140.04,122.12,24.8324
2025-08-26,1:15:00,8/26/25 1:15,185.18,41.17,139.39,121.91,24.9464
2025-08-26,1:30:00,8/26/25 1:30,185.24,41.19,139.41,121.98,24.831
2025-08-26,1:45:00,8/26/25 1:45,185.63,42.45,136.98,125.29,24.6962
2025-08-26,2:00:00,8/26/25 2:00,185.76,44.9,131.59,131.12,24.5921
2025-08-26,2:15:00,8/26/25 2:15,186.49,46.61,128.12,135.52,24.3105
2025-08-26,2:30:00,8/26/25 2:30,186.04,322.15,146.89,-114.17,24.1498
2025-08-26,2:45:00,8/26/25 2:45,185.81,33.8,154.4,103.36,23.9367
2025-08-26,3:00:00,8/26/25 3:00,186.59,24.55,169.72,77.53,23.7251
2025-08-26,3:15:00,8/26/25 3:15,187.58,75.63,46.55,181.71,23.569
2025-08-26,3:30:00,8/26/25 3:30,187.81,78.64,37,184.13,23.3565
2025-08-26,3:45:00,8/26/25 3:45,188.02,77.03,42.18,183.23,23.1689
2025-08-26,4:00:00,8/26/25 4:00,188.36,82.89,23.31,186.91,23.06
2025-08-26,4:15:00,8/26/25 4:15,188.13,83.37,21.72,186.88,23.0945
2025-08-26,4:30:00,8/26/25 4:30,188.35,83.39,21.67,187.1,23.0559
2025-08-26,4:45:00,8/26/25 4:45,188.21,81.13,29.01,185.96,23.0118
2025-08-26,5:00:00,8/26/25 5:00,188.31,80.95,29.63,185.96,22.9374
2025-08-26,5:15:00,8/26/25 5:15,188.23,93.87,-12.71,187.8,22.8961
2025-08-26,5:30:00,8/26/25 5:30,188.41,111.98,-70.5,174.72,22.7598
2025-08-26,5:45:00,8/26/25 5:45,188.24,76.14,45.08,182.77,22.6704
2025-08-26,6:00:00,8/26/25 6:00,188.15,77.86,39.58,183.94,22.6057
2025-08-26,6:15:00,8/26/25 6:15,188.19,77.73,39.98,183.9,22.5658
2025-08-26,6:30:00,8/26/25 6:30,188.17,77.54,40.61,183.73,22.4888
2025-08-26,6:45:00,8/26/25 6:45,188.35,80.2,32.07,185.6,22.4352
2025-08-26,7:00:00,8/26/25 7:00,188.34,82.14,25.75,186.57,22.3596
2025-08-26,7:15:00,8/26/25 7:15,188.17,75,48.7,181.76,22.3115
2025-08-26,7:30:00,8/26/25 7:30,188.36,78.88,36.32,184.83,22.2249
2025-08-26,7:45:00,8/26/25 7:45,188.12,77.66,40.19,183.78,22.2702
2025-08-26,8:00:00,8/26/25 8:00,188.04,77.65,40.21,183.69,22.1755
2025-08-26,8:15:00,8/26/25 8:15,188.11,77.96,39.23,183.97,22.0313
2025-08-26,8:30:00,8/26/25 8:30,188.12,78.48,37.58,184.32,22.0175
2025-08-26,8:45:00,8/26/25 8:45,188.31,78.67,37,184.64,21.9956
2025-08-26,9:00:00,8/26/25 9:00,188.02,80.1,32.33,185.22,21.9159
2025-08-26,9:15:00,8/26/25 9:15,187.36,81.02,29.26,185.06,21.9201
2025-08-26,9:30:00,8/26/25 9:30,187.65,83.59,20.96,186.48,21.8775
2025-08-26,9:45:00,8/26/25 9:45,187.97,80.23,31.89,185.24,21.7732
2025-08-26,10:00:00,8/26/25 10:00,188.2,80.05,32.52,185.36,21.765
2025-08-26,10:15:00,8/26/25 10:15,188.28,80.34,31.59,185.62,21.7334
2025-08-26,10:30:00,8/26/25 10:30,188.07,79.29,34.96,184.79,21.6909
2025-08-26,10:45:00,8/26/25 10:45,188.25,77.55,40.59,183.83,21.8871
2025-08-26,11:00:00,8/26/25 11:00,188.1,79.98,32.74,185.23,22.0093
2025-08-26,11:15:00,8/26/25 11:15,188.21,77.82,39.7,183.98,22.1178
2025-08-26,11:30:00,8/26/25 11:30,187.86,79.75,33.41,184.86,22.1837
2025-08-26,11:45:00,8/26/25 11:45,189.03,107.61,-57.19,180.17,22.3293
2025-08-26,12:00:00,8/26/25 12:00,187.42,70.41,62.84,176.57,22.3266
2025-08-26,12:15:00,8/26/25 12:15,189.25,119.01,-91.78,165.5,22.3128
2025-08-26,12:30:00,8/26/25 12:30,186.44,141.02,-144.92,117.29,22.3293
2025-08-26,12:45:00,8/26/25 12:45,185.94,166.39,-180.72,43.76,22.3431
2025-08-26,13:00:00,8/26/25 13:00,71.63,174.52,-71.3,6.85,22.3197
2025-08-26,13:15:00,8/26/25 13:15,173.71,320.34,133.73,-110.86,30.9107
2025-08-26,13:30:00,8/26/25 13:30,100.52,160.71,-94.87,33.2,32.7241
2025-08-26,13:45:00,8/26/25 13:45,4.63,351.65,4.58,-0.67,29.6345
2025-08-26,14:00:00,8/26/25 14:00,9.14,25.49,8.25,3.93,29.6446
2025-08-26,14:15:00,8/26/25 14:15,7.35,13.64,7.14,1.73,29.7053
2025-08-26,14:30:00,8/26/25 14:30,2.71,3.23,2.71,0.15,29.7356
2025-08-26,14:45:00,8/26/25 14:45,11.34,49.99,7.29,8.69,29.7515
2025-08-26,15:00:00,8/26/25 15:00,9.05,24.32,8.24,3.73,29.8282
2025-08-26,15:15:00,8/26/25 15:15,11.57,24.84,10.5,4.86,30.073
2025-08-26,15:30:00,8/26/25 15:30,7.33,39.96,5.62,4.71,30.4144
2025-08-26,15:45:00,8/26/25 15:45,20.74,38.12,16.32,12.8,30.4669
2025-08-26,16:00:00,8/26/25 16:00,25.07,60.93,12.18,21.91,30.4086
2025-08-26,16:15:00,8/26/25 16:15,11.72,37.97,9.24,7.21,30.4013
2025-08-26,16:30:00,8/26/25 16:30,16.01,53.39,9.55,12.85,30.4115
2025-08-26,16:45:00,8/26/25 16:45,14.84,47.23,10.08,10.9,30.3853
2025-08-26,17:00:00,8/26/25 17:00,23.93,63.96,10.51,21.51,30.3955
2025-08-26,17:15:00,8/26/25 17:15,15.15,53.94,8.92,12.25,30.3897
2025-08-26,17:30:00,8/26/25 17:30,17.29,67.39,6.65,15.96,30.3097
2025-08-26,17:45:00,8/26/25 17:45,3.81,30.22,3.29,1.92,30.2443
2025-08-26,18:00:00,8/26/25 18:00,11.23,54.05,6.59,9.09,30.118
2025-08-26,18:15:00,8/26/25 18:15,14.05,38.27,11.03,8.7,30.0614
2025-08-26,18:30:00,8/26/25 18:30,15.85,50.92,9.99,12.3,29.9657
2025-08-26,18:45:00,8/26/25 18:45,11.64,52.84,7.03,9.27,29.8731
2025-08-26,19:00:00,8/26/25 19:00,13.59,56.08,7.58,11.28,29.8224
2025-08-26,19:15:00,8/26/25 19:15,11.18,58.82,5.79,9.56,29.7862
2025-08-26,19:30:00,8/26/25 19:30,8.15,54.8,4.7,6.66,29.766
2025-08-26,19:45:00,8/26/25 19:45,11.55,74.03,3.18,11.11,29.7313
2025-08-26,20:00:00,8/26/25 20:00,9.35,51.99,5.76,7.37,29.7356
2025-08-26,20:15:00,8/26/25 20:15,10.44,72.55,3.13,9.96,29.61
2025-08-26,20:30:00,8/26/25 20:30,5.64,57.62,3.02,4.77,29.5826
2025-08-26,20:45:00,8/26/25 20:45,9.5,40.98,7.17,6.23,29.545
2025-08-26,21:00:00,8/26/25 21:00,16.53,62.78,7.56,14.7,29.4629
2025-08-26,21:15:00,8/26/25 21:15,6.13,78.57,1.22,6.01,29.4902
2025-08-26,21:30:00,8/26/25 21:30,5.77,60.49,2.84,5.02,29.5638
2025-08-26,21:45:00,8/26/25 21:45,6.3,91.59,-0.18,6.3,29.6215
2025-08-26,22:00:00,8/26/25 22:00,8.03,65.05,3.39,7.28,29.8137
2025-08-26,22:15:00,8/26/25 22:15,6.66,103.74,-1.58,6.47,29.7617
2025-08-26,22:30:00,8/26/25 22:30,12.96,48.13,8.65,9.65,29.8296
2025-08-26,22:45:00,8/26/25 22:45,11.89,77.98,2.48,11.63,29.7964
2025-08-26,23:00:00,8/26/25 23:00,9.71,46.02,6.74,6.98,29.727
2025-08-26,23:15:00,8/26/25 23:15,11.49,91.46,-0.29,11.48,29.6273
2025-08-26,23:30:00,8/26/25 23:30,5.11,113.36,-2.03,4.69,29.6345
2025-08-26,23:45:00,8/26/25 23:45,3.29,133.71,-2.28,2.38,29.6966
2025-08-27,0:00:00,8/27/25 0:00,0.74,53.35,0.44,0.6,29.753
2025-08-27,0:15:00,8/27/25 0:15,4.41,286.72,1.27,-4.23,29.7226
2025-08-27,0:30:00,8/27/25 0:30,1.3,296.46,0.58,-1.17,29.7226
2025-08-27,0:45:00,8/27/25 0:45,2.77,211.29,-2.37,-1.44,29.792
2025-08-27,1:00:00,8/27/25 1:00,1.43,325.58,1.18,-0.81,29.8123
2025-08-27,1:15:00,8/27/25 1:15,3.5,188.58,-3.46,-0.52,29.8123
2025-08-27,1:30:00,8/27/25 1:30,3.94,202.49,-3.64,-1.51,29.9556
2025-08-27,1:45:00,8/27/25 1:45,2.02,199.16,-1.91,-0.66,30.0266
2025-08-27,2:00:00,8/27/25 2:00,1.77,113.06,-0.69,1.63,30.0222
2025-08-27,2:15:00,8/27/25 2:15,3.42,181.43,-3.42,-0.09,30.0904
2025-08-27,2:30:00,8/27/25 2:30,2.68,281.75,0.55,-2.63,30.0686
2025-08-27,2:45:00,8/27/25 2:45,1.35,238.56,-0.7,-1.15,30.0324
2025-08-27,3:00:00,8/27/25 3:00,1.43,9.76,1.41,0.24,30.0919
2025-08-27,3:15:00,8/27/25 3:15,3.95,109.64,-1.33,3.72,30.0512
2025-08-27,3:30:00,8/27/25 3:30,1.62,236.76,-0.89,-1.35,30.0831
2025-08-27,3:45:00,8/27/25 3:45,3.5,143.33,-2.8,2.09,30.0643
2025-08-27,4:00:00,8/27/25 4:00,4.9,201.54,-4.55,-1.8,30.0541
2025-08-27,4:15:00,8/27/25 4:15,6.18,235.79,-3.47,-5.11,30.0454
2025-08-27,4:30:00,8/27/25 4:30,0.36,222.11,-0.27,-0.24,30.0266
2025-08-27,4:45:00,8/27/25 4:45,2.02,178.79,-2.02,0.04,30.0121
2025-08-27,5:00:00,8/27/25 5:00,2.23,77.16,0.5,2.18,29.9831
2025-08-27,5:15:00,8/27/25 5:15,3.74,141.7,-2.93,2.32,29.9382
2025-08-27,5:30:00,8/27/25 5:30,2.46,230.25,-1.57,-1.89,29.9179
2025-08-27,5:45:00,8/27/25 5:45,0.89,266,-0.06,-0.89,29.9092
2025-08-27,6:00:00,8/27/25 6:00,0.36,309.4,0.23,-0.27,29.8977
2025-08-27,6:15:00,8/27/25 6:15,2.21,293.58,0.88,-2.02,29.889
2025-08-27,6:30:00,8/27/25 6:30,0.71,337.75,0.65,-0.27,29.8948
2025-08-27,6:45:00,8/27/25 6:45,1.42,245.44,-0.59,-1.29,29.902
2025-08-27,7:00:00,8/27/25 7:00,1.21,301.82,0.64,-1.03,29.902
2025-08-27,7:15:00,8/27/25 7:15,8.62,321.03,6.7,-5.42,29.9223
2025-08-27,7:30:00,8/27/25 7:30,6.6,325.25,5.43,-3.76,29.9208
2025-08-27,7:45:00,8/27/25 7:45,9.15,321.28,7.14,-5.72,29.9266
2025-08-27,8:00:00,8/27/25 8:00,8.44,317.52,6.23,-5.7,29.9252
2025-08-27,8:15:00,8/27/25 8:15,7.44,338.78,6.93,-2.69,29.9121
2025-08-27,8:30:00,8/27/25 8:30,8.04,321.7,6.31,-4.98,29.8687
2025-08-27,8:45:00,8/27/25 8:45,5.66,306.03,3.33,-4.58,29.8166
2025-08-27,9:00:00,8/27/25 9:00,5.62,314.61,3.95,-4,29.821
2025-08-27,9:15:00,8/27/25 9:15,9.52,314.84,6.72,-6.75,29.8007
2025-08-27,9:30:00,8/27/25 9:30,2.68,235.61,-1.51,-2.21,29.7877
2025-08-27,9:45:00,8/27/25 9:45,10.21,292.74,3.95,-9.42,29.7458
2025-08-27,10:00:00,8/27/25 10:00,9.64,299.2,4.7,-8.42,29.7183
2025-08-27,10:15:00,8/27/25 10:15,13.46,300.06,6.74,-11.65,29.6937
2025-08-27,10:30:00,8/27/25 10:30,7.64,291.29,2.77,-7.12,29.6865
2025-08-27,10:45:00,8/27/25 10:45,5.53,280.67,1.02,-5.44,29.6937
2025-08-27,11:00:00,8/27/25 11:00,6.36,271.77,0.2,-6.35,29.7111
2025-08-27,11:15:00,8/27/25 11:15,7.25,281.09,1.39,-7.11,29.7039
2025-08-27,11:30:00,8/27/25 11:30,3.29,262.02,-0.46,-3.26,29.7111
2025-08-27,11:45:00,8/27/25 11:45,1.2,209.7,-1.04,-0.59,29.7198
2025-08-27,12:00:00,8/27/25 12:00,1.58,166.5,-1.54,0.37,29.7313
2025-08-27,12:15:00,8/27/25 12:15,2.3,166.34,-2.24,0.54,29.7284
2025-08-27,12:30:00,8/27/25 12:30,4.5,130.91,-2.95,3.4,29.7371
2025-08-27,12:45:00,8/27/25 12:45,1.88,198.88,-1.78,-0.61,29.7906
2025-08-27,13:00:00,8/27/25 13:00,3.51,55.3,2,2.89,29.7718
2025-08-27,13:15:00,8/27/25 13:15,1.63,146.73,-1.36,0.89,29.7862
2025-08-27,13:30:00,8/27/25 13:30,1.42,61.89,0.67,1.26,29.8123
2025-08-27,13:45:00,8/27/25 13:45,3.86,358.54,3.86,-0.1,30.0135
2025-08-27,14:00:00,8/27/25 14:00,1.86,57.23,1,1.56,30.0498
2025-08-27,14:15:00,8/27/25 14:15,5.95,30.55,5.13,3.03,30.0933
2025-08-27,14:30:00,8/27/25 14:30,2.31,59.55,1.17,2,30.0962
2025-08-27,14:45:00,8/27/25 14:45,2.69,14.71,2.6,0.68,30.0846
2025-08-27,15:00:00,8/27/25 15:00,0.37,38.38,0.29,0.23,30.0585
2025-08-27,15:15:00,8/27/25 15:15,3.74,48.17,2.49,2.78,30.0585
2025-08-27,15:30:00,8/27/25 15:30,5.1,38.47,3.99,3.17,30.0396
2025-08-27,15:45:00,8/27/25 15:45,5.86,53.24,3.51,4.7,30.0541
2025-08-27,16:00:00,8/27/25 16:00,1.27,74.85,0.33,1.23,30.0483
2025-08-27,16:15:00,8/27/25 16:15,3.9,71.94,1.21,3.71,30.0396
2025-08-27,16:30:00,8/27/25 16:30,3.04,31.85,2.59,1.61,30.0237
2025-08-27,16:45:00,8/27/25 16:45,9.49,46.88,6.49,6.93,29.9976
2025-08-27,17:00:00,8/27/25 17:00,2.49,32.51,2.1,1.34,29.9426
2025-08-27,17:15:00,8/27/25 17:15,3.2,36.22,2.58,1.89,29.8499
2025-08-27,17:30:00,8/27/25 17:30,7.73,52.85,4.67,6.16,29.7241
2025-08-27,17:45:00,8/27/25 17:45,7.06,63.12,3.19,6.29,29.6735
2025-08-27,18:00:00,8/27/25 18:00,8.56,53.01,5.15,6.84,29.6403
2025-08-27,18:15:00,8/27/25 18:15,5.96,78.98,1.14,5.85,29.5883
2025-08-27,18:30:00,8/27/25 18:30,11.16,52.28,6.83,8.83,29.5696
2025-08-27,18:45:00,8/27/25 18:45,11.26,72.21,3.44,10.72,29.5075
2025-08-27,19:00:00,8/27/25 19:00,10.2,51,6.42,7.93,29.4787
2025-08-27,19:15:00,8/27/25 19:15,7.11,44.38,5.08,4.97,29.3894
2025-08-27,19:30:00,8/27/25 19:30,5.01,82.84,0.62,4.97,29.2627
2025-08-27,19:45:00,8/27/25 19:45,9.04,90.94,-0.15,9.04,29.1276
2025-08-27,20:00:00,8/27/25 20:00,5.97,76.99,1.34,5.82,29.1807
2025-08-27,20:15:00,8/27/25 20:15,9.07,99.96,-1.57,8.93,29.2411
2025-08-27,20:30:00,8/27/25 20:30,7.65,83.18,0.91,7.59,29.2886
2025-08-27,20:45:00,8/27/25 20:45,5.3,93.43,-0.32,5.3,29.3447
2025-08-27,21:00:00,8/27/25 21:00,6.02,42.68,4.43,4.08,29.4239
2025-08-27,21:15:00,8/27/25 21:15,8.3,75.32,2.1,8.03,29.2713
2025-08-27,21:30:00,8/27/25 21:30,5.19,112.96,-2.03,4.78,29.2397
2025-08-27,21:45:00,8/27/25 21:45,5.88,123.49,-3.24,4.9,29.2771
2025-08-27,22:00:00,8/27/25 22:00,1.83,197.55,-1.75,-0.55,29.3203
2025-08-27,22:15:00,8/27/25 22:15,4.91,55.33,2.79,4.04,29.4672
2025-08-27,22:30:00,8/27/25 22:30,5.24,78.64,1.03,5.14,29.6417
2025-08-27,22:45:00,8/27/25 22:45,6.2,77.7,1.32,6.05,29.6952
2025-08-27,23:00:00,8/27/25 23:00,3.55,161.73,-3.37,1.11,29.7255
2025-08-27,23:15:00,8/27/25 23:15,8.98,68.41,3.3,8.35,29.8137
2025-08-27,23:30:00,8/27/25 23:30,8.3,94.28,-0.62,8.28,29.8846
2025-08-27,23:45:00,8/27/25 23:45,10.38,76.91,2.35,10.11,29.8846
2025-08-28,0:00:00,8/28/25 0:00,4.86,74.87,1.27,4.69,29.8325
2025-08-28,0:15:00,8/28/25 0:15,3.5,102.48,-0.76,3.42,29.86
2025-08-28,0:30:00,8/28/25 0:30,8.28,77.79,1.75,8.09,29.9382
2025-08-28,0:45:00,8/28/25 0:45,1.13,5.25,1.13,0.1,29.9179
2025-08-28,1:00:00,8/28/25 1:00,2.58,147.23,-2.17,1.4,29.8832
2025-08-28,1:15:00,8/28/25 1:15,2.58,183.1,-2.58,-0.14,29.9035
2025-08-28,1:30:00,8/28/25 1:30,2.03,211.34,-1.73,-1.06,29.8832
2025-08-28,1:45:00,8/28/25 1:45,1.63,170.2,-1.61,0.28,29.8586
2025-08-28,2:00:00,8/28/25 2:00,3.76,180.29,-3.76,-0.02,29.8528
2025-08-28,2:15:00,8/28/25 2:15,6.33,179.34,-6.33,0.07,29.8528
2025-08-28,2:30:00,8/28/25 2:30,1.96,140.9,-1.52,1.23,29.86
2025-08-28,2:45:00,8/28/25 2:45,2.06,197.11,-1.97,-0.61,29.8658
2025-08-28,3:00:00,8/28/25 3:00,0.45,99.78,-0.08,0.44,29.8528
2025-08-28,3:15:00,8/28/25 3:15,1.89,198.95,-1.79,-0.61,29.8513
2025-08-28,3:30:00,8/28/25 3:30,2.24,200.71,-2.09,-0.79,29.8513
2025-08-28,3:45:00,8/28/25 3:45,1.43,186.37,-1.42,-0.16,29.8412
2025-08-28,4:00:00,8/28/25 4:00,8.03,156.53,-7.37,3.2,29.8542
2025-08-28,4:15:00,8/28/25 4:15,1.8,182.32,-1.8,-0.07,29.8788
2025-08-28,4:30:00,8/28/25 4:30,2,144.06,-1.62,1.17,29.8846
2025-08-28,4:45:00,8/28/25 4:45,1.58,234.1,-0.93,-1.28,29.8875
2025-08-28,5:00:00,8/28/25 5:00,3.83,232.29,-2.34,-3.03,29.8933
2025-08-28,5:15:00,8/28/25 5:15,5.47,206.7,-4.88,-2.46,29.902
2025-08-28,5:30:00,8/28/25 5:30,2.1,223.77,-1.52,-1.46,29.9006
